agenda_date,RIN,agency_code,agency_name,department_code,department_name,rule_title,abstract,priority,RIN_status,rule_stage,major,CFR,legal_authority,regulatory_flexibility_analysis,statement_of_need,summary_of_the_legal_basis,alternatives,federalism,cost_and_benefits,risks,agency_contact_list,legal_deadline1,legal_deadline2,legal_deadline3,legal_deadline4,legal_deadline5,legal_deadline6,action1,action2,action3,action4,action5,action6,action7,action8,action9,action10,action11,action12,action13,action14,action15,action16,action17,action18,action19,action20,action21,action22,action23,action24,action25
199510,2120-AE98,2120,Federal Aviation Administration,2100,Department of Transportation,Flight Attendant English Language Proficiency,FAA is seeking information on a variety of issues related to flight attendant English language proficiency. The FAA is considering whether to require air operators to establish a program to ensure that flight attendants are able to communicate effectively in English and understand enough English so as to be able to perform safety-related duties.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 91; 14 CFR 121; 14 CFR 125; 14 CFR 135,49 USC 1301(7); 49 USC 1303; 49 USC 1344; 49 USC 1348; 49 USC 1352 to 1355; 49 USC 1401 to 1431; 49 USC 1471; 49 USC 1472; 49 USC 1502; 49 USC 1510; 49 USC 1522; 49 USC 2121 to 2125; 49 USC 106(g); 42 USC 4321 et seq; EO 11514; ...,No,,,,,,,"Donell,Pollard,Flight Standards Service,2120,Federal Aviation Administration,FAA,202 267-3735,800 Independence Avenue SW,Washington,DC,20591",,,,,,,ANPRM; 04/18/1994; 59 FR 18456,ANPRM Comment Period End; 07/18/1994,,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF04,2120,Federal Aviation Administration,2100,Department of Transportation,Flight Operational Quality Assurance Program,"This action would codify the Federal Aviation Administration's policy not to use information from voluntary Flight Operational Quality Assurance programs in any enforcement actions taken against operators or pilots. The proposed amendment responds to industry groups that have been reluctant to participate. These programs benefit aviation safety by providing information that can lead to improvements in training and operations. In 1995 the FAA will initiate a two-year concept demonstration study in partnership with industry. Based on the study, the FAA will issue an Advisory Circular. The FAA will use the information from the study to determine if it is appropriate to codify in the rules the immunity provisions.",Info./Admin./Other,Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 121; 14 CFR 125; 14 CFR 135,49 USC 1301(7); 49 USC 1303; 49 USC 1344; 49 USC 1348; 49 USC 1352 to 1355; 49 USC 1401; 49 USC 1421 to 1431; 49 USC 1471; 49 USC 1472; 49 USC 1502; 49 USC 1510; 49 USC 1522; 49 USC 2121 to 2125; 49 USC 106(g); EO 114514,No,,,,,,,"Daniel,Meier,V,Jr.,Flight Standards Service,2120,Federal Aviation Administration,FAA,202 267-3749,800 Independence Avenue SW. ,Washington,DC,20591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF07,2120,Federal Aviation Administration,2100,Department of Transportation,Sightseeing Operations,FAA is seeking information on air tour and sightseeing operations that are currently allowed to operate under less stringent regulations than those applied to other types of commercial operations. Over the past decade the number of these operations and the number of accidents and incidents associated with these operations have increased. Hot air balloons and gliders would not be included in this amendment. This rulemaking is considered significant because of substantial public interest.,Other Significant,Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 91; 14 CFR 135,49 USC 1301(7); 49 USC 1303; 49 USC 1344; 49 USC 1348; 49 USC 1352 to 1355; 49 USC 1401 to 1431; 49 USC 1471; 49 USC 1472; 49 USC 1502; 49 USC 1510; 49 USC 1522; 49 USC 2121 to 2125; 49 USC 106(g); 42 USC 4321 et seq; EO 11514,No,,,,,,,"Daniel,Meier,V,Jr.,Flight Standards Service,2120,Federal Aviation Administration,FAA,202 267-3749,800 Independence Avenue SW. ,Washington,DC,20591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF08,2120,Federal Aviation Administration,2100,Department of Transportation,Simulator Instructor -- Medical Certificates,"This rule would amend the training and testing requirements for check airmen and flight instructors who perform their functions in training programs conducted by part 121 and part 135 certificate holders. The proposed amendments are needed to allow check airmen and flight instructors who perform their functions only in flight simulators and flight training devices to do so without having to possess a current medical certificate. The proposed amendments are also needed to make these regulations compatible with proposed regulations for simulator training centers and with the regulations for advanced qualification training programs. Upon reevaluation by FAA, it was determined that this action is not considered significant.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 121; 14 CFR 135,49 USC 1354(a); 49 USC 1355; 49 USC 1356; 49 USC 1357; 49 USC 1401; 49 USC 1421 to 1430; 49 USC 1472; 49 USC 1485; 49 USC 1502; 49 USC 106(g),No,,,,,,,"James,Gardner,Flight Standards Service,2120,Federal Aviation Administration,FAA,202 267-9579,800 Independence Avenue SW,Washington,DC,20591",,,,,,,NPRM; 10/00/1996,,,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF18,2120,Federal Aviation Administration,2100,Department of Transportation,"Tampa, FL, Class B Airspace","This action will propose to alter the Tampa, FL, Class B airspace area. This action would maintain the altitude of the upper limit of the Class B airspace area at 10,000 feet mean sea level and redefine several existing subareas to improve air traffic procedures. The goal of this action is to improve safety while providing the most efficient use of the terminal airspace.",Routine and Frequent,Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 71,49 USC 1348(a); 49 USC 1354(a); 49 USC 1510; 49 USC 106(g); EO 10854,No,,,,,,,"Lewis,Still,W.,Airspace and Obstruction Evaluation Branch, Air Traffic Rules and Procedures Ser,2120,Federal Aviation Administration,FAA,202 267-9250,800 Independence Avenue SW,Washington,DC,20591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF22,2120,Federal Aviation Administration,2100,Department of Transportation,Revision of Certification Requirements: Mechanics and Repairmen,"This action would revise the Federal Aviation Regulations that prescribe the certification and training requirements for mechanics and repairmen. Current regulations prescribing these certification requirements do not reflect the significant technological advances that have occurred in the aviation industry and the enhancements in training and instructional methods that have affected all aviation maintenance personnel. The proposed rule would consolidate and clarify 11 certification, training, experience, and currency requirements for aviation maintenance personnel in a newly established Part 66. The proposal would enhance aviation safety by establishing new training programs for aviation maintenance personnel and would decrease the regulatory burden on these personnel by providing alternatives for meeting experience and currency requirements.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 65; 14 CFR 66,49 USC 1354(a); 49 USC 1355; 49 USC 1421; 49 USC 1422; 49 USC 1427; 49 USC 106(g),No,,,,,,,"Leslie,Vipond,K.,Aircraft Maintenance Service, Flight Standards Service,2120,Federal Aviation Administration,FAA,202 267-3269,800 Independence Avenue SW.,Washington,DC,20591",,,,,,,NPRM; 08/17/1994; 59 FR 42430,NPRM Comment Period End; 10/17/1994,Final Action; 10/00/1996,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF27,2120,Federal Aviation Administration,2100,Department of Transportation,Revised Discrete Gust Load Design Requirement; Transport Category Airplanes,"This action would revise the gust load design requirements of the Federal Aviation Regulations. The proposed changes would: (1) replace the current discrete gust requirement with a new requirement for a discrete tuned gust; (2) modify the method of establishing the design airspeed for maximum gust intensity; and, (3) provide for an operational rough air speed. These changes are proposed in order to provide a more rational basis to account for the aerodynamic and structural dynamic characteristics of the airplane. These proposed changes would also provide for harmonization of the discrete gust requirements with the Joint Aviation Requirements of Europe as recently amended.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 25,49 USC 1347; 49 USC 1348; 49 USC 1354(a); 49 USC 1357(d)(2); 49 USC 1372; 49 USC 1421 to 1431; 49 USC 1432; 49 USC 1442; 49 USC 143; 49 USC 1472; 49 USC 1510; 49 USC 1522; 49 USC 1652(e); 49 USC 1655(c); 49 USC 106(g); ...,No,,,,,,,"James,Haynes,R.,Aircraft Certification Service,2120,Federal Aviation Administration,FAA,425 227-2131,1601 Rind Avenue SW.,Renton,WA,98055",,,,,,,NPRM; 09/16/1994; 59 FR 47756,NPRM Comment Period End; 12/15/1994,Final Action; 12/00/1996,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF31,2120,Federal Aviation Administration,2100,Department of Transportation,Operations of Jet Aircraft in Commuter Slots at LaGuardia Airport and John F. Kennedy International Airport,"This proposal would amend the definition of commuter operator slots (i.e., allocated instrument flight rules takeoff and landing reservations) at LaGuardia Airport and John F. Kennedy International Airport to expand the category of aircraft that may be used in those slots. This proposal is in response to a petition for rulemaking from Business Express, Inc. This action is considered significant because of substantial public and industry interest.",Other Significant,Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 93,49 USC 1302; 49 USC 1303; 49 USC 1348; 49 USC 1354(a); 49 USC 1421; 49 USC 1424; 49 USC 2451; 49 USC 106(g),No,,,,,,,"Patricia,Lane,R.,Airspace and Air Traffic Law Branch, Office of the Chief Counsel,2120,Federal Aviation Administration,FAA,202 267-3515,Airspace and Air Traffic Law Branch, 800 Independence Avenue SW,Washington,DC,20591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF36,2120,Federal Aviation Administration,2100,Department of Transportation,Streamlined Enforcement Process Test Program,"This action revised part 13 of the Federal Aviation Regulations to establish a program to test streamlined procedures for assessing civil penalties. These changes are intended to streamline the enforcement process by notifying individuals of certain violations and processing these actions within reduced time frames. They delegate authority to program office managers to initiate enforcement actions and reduce the documents associated with the processing of legal enforcement actions. The test procedures apply only to certain cases against individuals that appear to be simple and factually straightforward. This project is the result of a recommendation of the Vice President's National Performance Review, and is effective 08/26/94 through 08/26/96.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 13,49 USC 1354(a) to 1354; 49 USC 1374(d); 49 USC 1401 to 1406; 49 USC 1421 to 1432; 49 USC 1481; 49 USC 1482; 49 USC 1484 to 1489; 49 USC 1523; 49 USC 1655(c); 49 USC 1808 to 1810; 49 USC 2157(e) to 2157(f); 49 USC 2218; 49 USC 2219; 49 USC 106(g); 49 USC 322,No,,,,,,,"Brian,Reed,Office of the Chief Counsel,2120,Federal Aviation Administration,FAA,202 267-7158,800 Independence Avenue SW,Washington,DC,20591",,,,,,,"Test and Evaluation Program Established, Comment Period Ends 10/25/94; 08/26/1994; 59 FR 44266",Test and Evaluation Correction; 09/09/1994; 59 FR 46533,,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF46,2120,Federal Aviation Administration,2100,Department of Transportation,Overflights of Units of the National Park System,Public comment has been sought on general policy and specific recommendations for voluntary and regulatory actions to address the effects of aircraft overflights on national parks. The Federal Aviation Administration and the National Park Service will cooperate in developing measures to resolve current noise impacts and prevent potential future impacts from overflights at national parks. This action is considered significant because of substantial public interest and substantial interest of another Government agency.,Other Significant,Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 91; 14 CFR 135,49 USC app 1302; 49 USC app 1304; 49 USC app 1346 to 1348; 49 USC app 1431; EO 11991,No,,,,,,,"David,Bennett,L.,Director, Office of Airport Safety and Standards,2120,Federal Aviation Administration,FAA,202 267-3053,800 Independence Avenue SW.,Washington,DC,20591",,,,,,,ANPRM; 03/17/1994; 59 FR 12740,ANPRM Correction; 04/01/1994; 59 FR 15350,ANPRM Comment Period End; 06/15/1994,ANPRM Comment Period Extended to 07/15/94; 06/20/1994; 59 FR 31883,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF67,2120,Federal Aviation Administration,2100,Department of Transportation,Mountain Flying,The FAA will initiate a rulemaking action on night flying in mountainous areas referred to in the implementation of the Federal Aviation Authorization Act of 1994. The project has been scheduled in accordance with established FAA rulemaking procedures. This action is considered significant because of substantial public interest.,Other Significant,Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 91,49 USC 1301 (7); 49 USC 1303; 49 USC 1344; 49 USC 1348; 49 USC 1352 to 1356; 49 USC 1401; 49 USC 1421 to 1432; 49 USC 1471; 49 USC 1472; 49 USC 1502; 49 USC 1510; 49 USC 1522; 49 USC 2121 to 2126; 49 USC 106(g),No,,,,,,,"Robert,Barton,M.,Operations Branch, Flight Standards Service,2120,Federal Aviation Administration,FAA,202 267-8194,800 Independence Avenue SW,Washington,DC,20591",,,,,,,NPRM; 04/00/1997,,,,,,,,,,,,,,,,,,,,,,,,
