agenda_date,RIN,agency_code,agency_name,department_code,department_name,rule_title,abstract,priority,RIN_status,rule_stage,major,CFR,legal_authority,regulatory_flexibility_analysis,statement_of_need,summary_of_the_legal_basis,alternatives,federalism,cost_and_benefits,risks,agency_contact_list,legal_deadline1,legal_deadline2,legal_deadline3,legal_deadline4,legal_deadline5,legal_deadline6,legal_deadline7,action1,action2,action3,action4,action5,action6,action7,action8,action9,action10,action11,action12,action13,action14,action15,action16,action17,action18,action19,action20,action21,action22,action23,action24,action25,action26,action27,action28,action29,action30,action31,action32,action33,action34,action35,action36,action37,action38,action39,action40,action41,action42,action43,action44,action45,action46,action47,action48,action49,action50,action51,action52,action53,action54,action55,action56,action57,action58
199610,0970-AB59,0970,Administration for Children and Families,0900,Department of Health and Human Services,Income and Resource Disregards Related to Interests of Individual Indians in Trust or Restricted Lands,"These rules incorporate statutory disregards in the AFDC program and the Adult Assistance programs in Guam, Puerto Rico and the Virgin Islands. The first provides that up to $2,000 per year of income derived from interests of individual Indians in trust or restricted lands shall not be considered in determining assistance. The second is a provision requiring that interests of individual Indians in trust or restricted lands shall not be considered a resource in determining eligibility for assistance.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,No,45 CFR 233,PL 103-66,No,,,,,,,"Mack,Storrs,A.,Director, Division of Self-Sufficiency Programs,0970,Administration for Children and Families,ACF,202 401-9289,mstorrs@acf.dhhs.gov,Office of Family Assistance, 370 L'Enfant Promenade SW,Washington,DC,20447",,,,,,,,NPRM; 10/25/1994; 59 FR 51536,Final Action; 06/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB11,0970,Administration for Children and Families,0900,Department of Health and Human Services,Amendments to Developmental Disabilities Rules,This rule updates current rules with clarifications and new requirements to implement recent changes in the Developmental Disabilities Assistance and Bill of Rights Act Amendments of 1990 (Pub. L. 101-496) and 1994 (Pub. L. 103-230).,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,No,45 CFR 1385; 45 CFR 1386; 45 CFR 1387; 45 CFR 1388,42 USC 6000 et seq,No,,,,,,,"Elsbeth,Wyatt,Program Specialist,0970,Administration for Children and Families,ACF,202 690-5841,ADD HHH-300F, 370 L'Enfant Promenade SW.,Washington,DC,20447",Statutory; Final; 10/03/1994;   ,Statutory; Final; 04/29/1991;   ,,,,,,NPRM; 05/18/1995; 60 FR 26774,Final Action; 09/30/1996; 61 FR 51142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB23,0970,Administration for Children and Families,0900,Department of Health and Human Services,Child Abuse and Neglect State Grant Program,The primary purpose of this rule is to revise existing regulations at 45 CFR 1340 in order to implement recent amendments to the Child Abuse Prevention and Treatment Act with respect to confidentiality requirements.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,No,45 CFR 1340,42 USC 5101,No,,,,,,,"Emily,Cooke,Acting Director, National Center on Child Abuse and Neglect,0970,Administration for Children and Families,ACF,202 205-8709,ecooke@acf.dhhs.gov,CB OCAN, Switzer Building, Room 2106, 330 C Street SW.,Washington,DC,20201",,,,,,,,NPRM; 05/18/1994; 59 FR 26046,Deleted at Agency Request Due to PL 104-235; 10/03/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB33,0970,Administration for Children and Families,0900,Department of Health and Human Services,Child Care -- Revised Regulations,"These rules were made obsolete by recently enacted welfare reform legislation (PL 104-193). Where appropriate, policies will be incorporated in child care interim final regulations.",Other Significant,Previously Published in The Unified Agenda,Completed Actions,No,45 CFR 98; 45 CFR 255; 45 CFR 256; 45 CFR 257,42 USC 1302,No,,,,,,,"Joan,Lombardi,Associate Commissioner, Child Care Bureau,0970,Administration for Children and Families,ACF,202 690-6782,P.O. Box 1182,Washington,DC,20013",,,,,,,,NPRM; 05/11/1994; 59 FR 24510,Deleted at Agency Request Due to Recent Welfare Reform Law (PL 104-193); 08/22/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB37,0970,Administration for Children and Families,0900,Department of Health and Human Services,Administration for Native Americans (ANA) 45 CFR Part 1336,This regulation amends 45 CFR part 1336. It will incorporate an appeals procedure affording applicants the opportunity to appeal ANA ineligibility determinations to the HHS Departmental Appeals Board. Native American organizations are expected to welcome these procedural changes.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,No,45 CFR 1336,42 USC 2991 et seq,Yes,,,,,,,"R.,Rodriguez,Denise,J.D.,Program Specialist,0970,Administration for Children and Families,ACF,202 690-6265,200 Independence Avenue SW.,Washington,DC,20201",Statutory; Final; 03/29/1993;   ,,,,,,,NPRM; 04/21/1995; 60 FR 19994,Final Action; 08/19/1996; 61 FR 42817,Final Action Effective; 09/18/1996; 61 FR 42817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB46,0970,Administration for Children and Families,0900,Department of Health and Human Services,Reduction of Reporting Requirements for the State Systems Advance Planning Document (APD) Process,"These rules decrease the reporting burden on States and increase their flexibility within the State systems APD process by increasing the threshold under which APDs and related procurement documents need not be submitted for Federal approval. Additionally, States will no longer be required to submit biennial security plans for Federal review and approval.",Other Significant,Previously Published in The Unified Agenda,Completed Actions,No,45 CFR 95.600,42 USC 1302,No,,,,,,,"Bill,Davis,Management Analyst,0970,Administration for Children and Families,ACF,202 401-6404,370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 07/24/1995; 60 FR 34858,NPRM Comment Period End; 09/22/1995,Final Action; 07/31/1996; 61 FR 39894,Final Action Effective; 07/31/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB49,0970,Administration for Children and Families,0900,Department of Health and Human Services,Administrative Flexibility Rule,This proposed rule adds a new section 205.31 which will provide a simple administrative process for requesting waivers of certain AFDC regulatory provisions.,Other Significant,Previously Published in The Unified Agenda,Completed Actions,Undetermined,45 CFR 205.31,42 USC 1302,No,,,,,,,"Mack,Storrs,A.,Director, Division of Self-Sufficiency Programs,0970,Administration for Children and Families,ACF,202 401-9289,mstorrs@acf.dhhs.gov,Office of Family Assistance, 370 L'Enfant Promenade SW,Washington,DC,20447",,,,,,,,PL 104-193 makes this rule obsolete; 08/22/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB55,0970,Administration for Children and Families,0900,Department of Health and Human Services,Quality Standards for Early Head Start and Head Start Programs,"This final rule will establish performance standards with respect to services provided to children 0 to 5 years old by Early Head Start and Head Start Programs, including health, education, parent involvement, nutritional, social and transitional services, administrative and financial management standards and condition and location of facilities used to carry out activities.",Other Significant,Previously Published in The Unified Agenda,Completed Actions,No,45 CFR 1301; 45 CFR 1302; 45 CFR 1305; 45 CFR 1306; 45 CFR 1308; 45 CFR 1304,42 USC 9801 et seq,Yes,,,,,,,"Douglas,Klafehn,Deputy Associate Commissioner, Head Start,0970,Administration for Children and Families,ACF,202 205-8569,dklafehn@acf.dhhs.gov,330 C Street SW.,Washington,DC,20447",Statutory; NPRM; 05/18/1995;  Legal deadline only pertains to performance standards.,,,,,,,NPRM; 04/22/1996; 61 FR 17754,NPRM Comment Period End; 06/21/1996,Final Action; 11/05/1996; 61 FR 57187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,3235-AG94,3235,Securities and Exchange Commission,,,Abuses of Form S-8 by Companies Using Consultants to Raise Capital,The Division is considering recommending that the Commission issue a release addressing abuses of Form S-8 by companies using consultants to raise capital.,"Substantive, Nonsignificant",First Time Published in The Unified Agenda,Prerule Stage,Undetermined,17 CFR 230.428; 17 CFR 239.16b,15 USC 77a et seq,Undetermined,,,,,,,"Jeffrey,Minton,Office of Chief Accountant,3235,Securities and Exchange Commission,SEC,202 551-5300,oca@sec.gov,100 F Street NE,Washington,DC,20549",,,,,,,,ANPRM; 09/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,3235-AG34,3235,Securities and Exchange Commission,,,Regulation S,The Division is considering recommending that the Commission propose amending Regulation S safe harbor procedures for sales of equity securities by U.S. reporting companies. These proposals would implement additional restrictive procedures in order to decrease the likelihood that such securities will be sold offshore in transactions that are in substance unregistered distributions of the securities in the United States.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,Undetermined,17 CFR 230.901 et seq,15 USC 77a et seq,Undetermined,,,,,,,"Mary,Cascio,Office of International Corporate Finance, Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 942-2990,202 942-9624,450 5th Street NW,Washington,DC,20549",,,,,,,,ANPRM; 07/10/1995; 60 FR 35563,ANPRM Comment Period End; 09/08/1995,NPRM; 10/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,3235-AG87,3235,Securities and Exchange Commission,,,Offshore Internet Offerings,The Division is considering recommending that the Commission propose rules that address issues arising out of offshore offerings on the Internet.,"Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,Undetermined,17 CFR 230,15 USC 77a et seq,Undetermined,,,,,,,"Joseph,Babits,P.,Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 942-2910",,,,,,,,NPRM; 11/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,3235-AD97,3235,Securities and Exchange Commission,,,Exemptions for International Tender and Exchange Offers,"The Division is considering recommending that the Commission repropose amendments to facilitate the extension of international tender offers to U.S. holders. The proposed rules would provide exemptions from the tender offer rules, securities registration and reporting requirements, and trust indenture provisions.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,Undetermined,17 CFR 200; 17 CFR 230; 17 CFR 239; 17 CFR 240; 17 CFR 260,15 USC 77b; 15 USC 77f; 15 USC 77g; 15 USC 77h; 15 USC 77j; 15 USC 77s; 15 USC 77sss; 15 USC 78c; 15 USC 78l; 15 USC 78m; 15 USC 78n; 15 USC 78o; 15 USC 78w; 15 USC 79t; 15 USC 80a-37,No,,,,,,,"Laurie,Green,L.,Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 942-2920",,,,,,,,ANPRM; 06/12/1990; 55 FR 23751,ANPRM Comment Period End; 09/21/1990,NPRM; 06/14/1991; 56 FR 27582,NPRM Comment Period End; 09/09/1991,Reproposal; 12/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,3235-AF74,3235,Securities and Exchange Commission,,,Asset-Backed Securities Disclosure,The Division of Corporation Finance is considering whether to recommend to the Commission amendments to revise rules and forms which would specify disclosure requirements for asset-backed securities transactions.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,Undetermined,17 CFR 229; 17 CFR 230; 17 CFR 239; 17 CFR 240; 17 CFR 249,15 USC 77e; 15 USC 77f; 15 USC 77g; 15 USC 77h; 15 USC 77j; 15 USC 77s; 15 USC 78l; 15 USC 78m; 15 USC 78n; 15 USC 78o; 15 USC 78w,Undetermined,,,,,,,"Michael,Mitchell,H.,Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 942-2900,Division of Corporation Finance, 450 5th Street NW,Washington,DC,20549",,,,,,,,NPRM; 12/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,3235-AG53,3235,Securities and Exchange Commission,,,Reduction of Holding Period Requirements in Rule 144,The Division is considering recommending that the Commission repropose rule amendments that would shorten the holding period requirements in Rule 144(d) and (k). Other amendments also would be proposed to address additional related issues.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,Undetermined,17 CFR 230.144,"15 USC 77b(11); 15 USC 77d(1),(4); 15 USC 77s",Yes,,,,,,,"Jeffrey,Minton,Office of Chief Accountant,3235,Securities and Exchange Commission,SEC,202 551-5300,oca@sec.gov,100 F Street NE,Washington,DC,20549",,,,,,,,NPRM; 07/10/1995; 60 FR 35645,NPRM Comment Period End; 09/08/1995,Reproposal; 10/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,3235-AG83,3235,Securities and Exchange Commission,,,Company Registration and Regulation of Capital Formation,"The Division is considering recommending that the Commission propose rules that would reform the registration of the capital formation process while maintaining or enhancing investor protection. The Division is considering a number of approaches to reform, including: the implementation of a ""company registration"" approach; modifications to the shelf registration system; liberalization of the treatment of unregistered securities; and the deregulation of offers.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,Undetermined,17 CFR 230; 17 CFR 239; 17 CFR 240; 17 CFR 249,15 USC 77a et seq; 15 USC 78a et seq,Yes,,,,,,,"Anne,Krauskopf,M.,Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 551-3500,100 F Street NE,Washington,DC,20549",,,,,,,,Notice With Request for Comments; 07/31/1996; 61 FR 40044,Notice Comment Period End; 09/30/1996,NPRM; 11/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,3235-AG84,3235,Securities and Exchange Commission,,,Regulation MA,"The Division is considering recommending that the Commission propose rules designed to promote uniform disclosure in connection with extraordinary corporate transactions, such as mergers, tender offers and going private transactions.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,Undetermined,17 CFR 240,15 USC 78n,Yes,,,,,,,"P.,Himelfarb,J.,Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 942-2900",,,,,,,,NPRM; 01/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,3235-AG85,3235,Securities and Exchange Commission,,,Offshore Press Conferences,"The Commission proposed new safe harbors to clarify the conditions under which journalists may be provided with access to offshore press conferences, offshore meetings and press materials released offshore, where a present or proposed offering of securities or tender offer is discussed, without violating the provisions of section 5 or the procedural requirements of the tender offer rules.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,Undetermined,17 CFR 230.135e (New); 17 CFR 230.502; 17 CFR 230.902; 17 CFR 240.14d-1,15 USC 77a et seq; 15 USC 78a et seq,Undetermined,,,,,,,"Luise,Welby,M.,Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 942-2990",,,,,,,,NPRM; 10/18/1996; 61 FR 54518,NPRM Comment Period End; 12/17/1996,Final Action; 03/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
